INFO 2016-03-20 17:11:50,939 signals: Group added: БЕ-22 None (ID: 1)
INFO 2016-03-31 14:16:38,659 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:16:38,681 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 14:16:38,702 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:16:38,723 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:16:38,742 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 14:21:52,839 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 14:21:52,849 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:21:52,874 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 14:21:52,888 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:21:52,901 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:21:52,920 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 14:23:36,321 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 14:23:36,329 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:23:36,343 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 14:23:36,359 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:23:36,371 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:23:36,384 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 14:25:09,524 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 14:25:09,535 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:25:09,552 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 14:25:09,566 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:25:09,583 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:25:09,595 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 14:26:24,554 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 14:26:24,565 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:26:24,578 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 14:26:24,594 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:26:24,609 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:26:24,622 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 14:27:41,070 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 14:27:41,079 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:27:41,097 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 14:27:41,110 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:27:41,125 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:27:41,137 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 14:28:22,784 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 14:28:22,792 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:28:22,807 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 14:28:22,821 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:28:22,836 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:28:22,849 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 14:29:28,360 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 14:29:28,369 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:29:28,388 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 14:29:28,406 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:29:28,418 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:29:28,433 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 14:30:37,391 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 14:30:37,400 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:30:37,413 signals: Student added: Віталій Podoba (ID: 1)
INFO 2016-03-31 14:30:37,425 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:30:37,441 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:30:37,455 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 14:32:04,154 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 14:32:04,163 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:32:04,179 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 14:32:04,201 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:32:04,215 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:32:04,227 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 14:33:51,047 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 14:33:51,056 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:33:51,075 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 14:33:51,088 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:33:51,102 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:33:51,114 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 14:37:07,173 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 14:37:07,181 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:37:07,200 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 14:37:07,212 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:37:07,225 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:37:07,238 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 14:39:07,052 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 14:39:07,061 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:39:07,082 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 14:39:07,104 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:39:07,120 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:39:07,133 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 14:42:14,642 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 14:42:14,651 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:42:14,668 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 14:42:14,682 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:42:14,697 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:42:14,713 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 14:42:56,073 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 14:42:56,082 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:42:56,097 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 14:42:56,114 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:42:56,128 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:42:56,139 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 14:46:43,928 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 14:46:43,938 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:46:43,954 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 14:46:43,967 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:46:43,982 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:46:43,996 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 14:47:35,613 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 14:47:35,623 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 14:47:35,639 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 14:47:35,653 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 14:47:35,668 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 14:47:35,684 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:34:01,093 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:34:01,119 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:34:01,136 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:34:01,148 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:34:01,161 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:34:01,178 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:37:15,037 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:37:15,047 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:37:15,064 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:37:15,076 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:37:15,089 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:37:15,101 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:38:07,862 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:38:07,872 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:38:07,886 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:38:07,900 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:38:07,914 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:38:07,927 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:40:10,753 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:40:10,763 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:40:10,781 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:40:10,797 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:40:10,811 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:40:10,828 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:41:49,367 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:41:49,377 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:41:49,395 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:41:49,411 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:41:49,425 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:41:49,437 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:42:46,859 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:42:46,869 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:42:46,896 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:42:46,909 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:42:46,922 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:42:46,935 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:43:43,247 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:43:43,256 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:43:43,273 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:43:43,287 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:43:43,301 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:43:43,314 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:46:22,511 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:46:22,520 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:46:22,533 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:46:22,549 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:46:22,561 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:46:22,575 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:49:52,461 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:49:52,470 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:49:52,486 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:49:52,500 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:49:52,514 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:49:52,528 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:50:44,185 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:50:44,193 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:50:44,208 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:50:44,229 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:50:44,242 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:50:44,259 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:51:32,570 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:51:32,580 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:51:32,595 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:51:32,611 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:51:32,625 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:51:32,640 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:52:49,870 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:52:49,879 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:52:49,893 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:52:49,908 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:52:49,922 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:52:49,937 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:53:37,705 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:53:37,714 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:53:37,731 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:53:37,743 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:53:37,761 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:53:37,773 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:55:21,179 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:55:21,188 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:55:21,201 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:55:21,222 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:55:21,240 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:55:21,253 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:56:36,896 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:56:36,904 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:56:36,924 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:56:36,942 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:56:36,954 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:56:36,969 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:57:45,057 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:57:45,065 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:57:45,078 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:57:45,093 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:57:45,112 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:57:45,125 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:58:48,582 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:58:48,592 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:58:48,605 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:58:48,618 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:58:48,634 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:58:48,648 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 15:59:36,191 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 15:59:36,200 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 15:59:36,221 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 15:59:36,234 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 15:59:36,246 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 15:59:36,258 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 16:00:21,119 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 16:00:21,128 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 16:00:21,142 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 16:00:21,155 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 16:00:21,168 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 16:00:21,181 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 16:01:37,833 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 16:01:37,842 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 16:01:37,857 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 16:01:37,871 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 16:01:37,884 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 16:01:37,897 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 16:02:52,795 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 16:02:52,804 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 16:02:52,823 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 16:02:52,836 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 16:02:52,849 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 16:02:52,861 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 16:05:24,702 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 16:05:24,712 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 16:05:24,724 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 16:05:24,737 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 16:05:24,751 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 16:05:24,764 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 16:06:48,832 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 16:06:48,844 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 16:06:48,867 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 16:06:48,887 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 16:06:48,900 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 16:06:48,923 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 16:13:01,111 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 16:13:01,124 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 16:13:01,140 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 16:13:01,156 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 16:13:01,170 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 16:13:01,188 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 16:16:53,076 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 16:16:53,085 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 16:16:53,099 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 16:16:53,115 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 16:16:53,130 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 16:16:53,142 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 16:19:24,120 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 16:19:24,129 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 16:19:24,142 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 16:19:24,156 signals: Student added: John Dobson (ID: 2)
INFO 2016-03-31 16:19:24,171 signals: Student added: Sam Stefenson (ID: 3)
INFO 2016-03-31 16:19:24,184 signals: Student added: Arnold Kidney (ID: 4)
INFO 2016-03-31 16:23:44,940 signals: Group added: MtM-1 None (ID: 1)
INFO 2016-03-31 16:23:44,958 signals: Group added: MtM-2 None (ID: 2)
INFO 2016-03-31 16:23:44,984 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-03-31 16:23:45,012 signals: Student added: John Dobson (ID: 2)
